,name,price,year,kms,fuel,city,homedrive,emi
1980,Honda WR-V S MT Petrol,₹ 5 Lakh,2018,"50,000 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,303"
1981,Skoda Rapid Style 1.5 TDI,₹ 6.5 Lakh,2017,"76,810 km",Diesel,Kolkata,,"EMI starts at₹10,794"
1982,Honda City VX,₹ 7 Lakh,2018,"47,200 km",Petrol,Kolkata,,"EMI starts at₹11,624"
1983,Tata Hexa XE 4x2 7 STR,₹ 7 Lakh,2018,"64,212 km",Diesel,Kolkata,,"EMI starts at₹11,624"
1984,Hyundai Venue SX (O) 1.0 Turbo iMT,₹ 8.2 Lakh,2019,"47,147 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,617"
1985,Honda Jazz V Petrol,₹ 4.4 Lakh,2018,"23,894 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,306"
1986,Jeep Compass Sport Plus 1.4 Petrol [2019-2020],₹ 12 Lakh,2019,"11,193 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹19,928"
1987,Jeep Compass Sport 2.0 Diesel,₹ 9 Lakh,2018,"78,294 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹14,946"
1988,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 10.5 Lakh,2019,"21,751 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹17,437"
1989,Maruti Suzuki Alto 800 Lxi,₹ 2.45 Lakh,2018,"38,863 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,068"
1990,Tata Nexon XZ Plus (O),₹ 7.7 Lakh,2020,"29,859 km",Petrol,Kolkata,Great Price,"EMI starts at₹12,787"
1991,Hyundai Creta 1.6 SX Plus Petrol,₹ 7.5 Lakh,2018,"60,040 km",Petrol,Kolkata,Great Price,"EMI starts at₹12,455"
1992,Hyundai Verna 1.6 CRDI SX (O),₹ 9.2 Lakh,2019,"65,094 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹15,278"
1993,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.2 Lakh,2016,"97,745 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,314"
1994,Hyundai Eon Sportz,₹ 1.5 Lakh,2014,"38,863 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹2,491"
1995,Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.3 Lakh,2016,"38,000 km",Petrol,Kolkata,,"EMI starts at₹5,480"
1996,Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 6 Lakh,2019,"24,182 km",Diesel,Kolkata,Great Price,"EMI starts at₹9,964"
1997,Hyundai Santro AT,"₹ 90,000",2003,"50,250 km",Petrol,Kolkata,Just Arrived,
1998,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.6 Lakh,2015,"86,866 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,978"
1999,Maruti Suzuki Ciaz Alpha 1.3 Hybrid,₹ 8.7 Lakh,2019,"27,095 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹14,447"
2000,Hyundai i20 Magna (O) 1.2,₹ 2.99 Lakh,2012,"35,982 km",Petrol,Kolkata,,
2001,Maruti Suzuki Wagon R 1.0 VXI,₹ 2.99 Lakh,2014,"44,480 km",Petrol,Kolkata,,"EMI starts at₹4,965"
2002,Hyundai Creta 1.6 SX,₹ 7.75 Lakh,2016,"66,761 km",Diesel,Kolkata,,"EMI starts at₹12,870"
2003,Hyundai Elite i20 Asta 1.2,₹ 5.75 Lakh,2017,"28,233 km",Petrol,Kolkata,,"EMI starts at₹9,548"
2004,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,₹ 3.99 Lakh,2018,"36,515 km",Petrol,Kolkata,,"EMI starts at₹6,626"
2005,Hyundai Verna Fluidic 1.6 VTVT SX,₹ 7.95 Lakh,2019,"19,677 km",Petrol,Kolkata,,"EMI starts at₹13,202"
2006,Isuzu MU7 High BS IV,₹ 9.75 Lakh,2015,"1,11,000 km",Diesel,Kolkata,,"EMI starts at₹16,191"
2007,Skoda Laura Ambiente 2.0 TDI CR MT,₹ 3.5 Lakh,2013,"72,000 km",Diesel,Kolkata,,"EMI starts at₹5,812"
2008,Hyundai Elite i20 Magna 1.4 CRDI,₹ 4.5 Lakh,2015,"47,000 km",Diesel,Kolkata,,"EMI starts at₹7,473"
2009,Honda City ZX VTEC,₹ 1.51 Lakh,2007,"73,000 km",Petrol,Kolkata,,
2010,Maruti Suzuki Vitara Brezza VDi,₹ 5.72 Lakh,2016,"1,08,943 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹9,507"
2011,Ford EcoSport Trend 1.5 TDCi,₹ 4.41 Lakh,2014,"74,529 km",Diesel,Kolkata,,"EMI starts at₹7,323"
2012,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],₹ 6.05 Lakh,2016,"62,778 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹10,053"
2013,Tata Altroz XM Petrol,₹ 6.8 Lakh,2021,"7,354 km",Petrol,Kolkata,,"EMI starts at₹11,292"
2014,Ford EcoSport Titanium 1.5L TDCi,₹ 6.38 Lakh,2017,"69,342 km",Diesel,Kolkata,,"EMI starts at₹10,595"
2015,Maruti Suzuki Alto LX BS-III,₹ 1.84 Lakh,2010,"7,956 km",Petrol,Kolkata,Home Test Drive,
2016,Hyundai Elite i20 Sportz 1.2,₹ 4.34 Lakh,2014,"73,768 km",Petrol,Kolkata,,"EMI starts at₹7,210"
2017,Kia Sonet HTX 1.0 iMT [2020-2021],₹ 10.93 Lakh,2021,"6,095 km",Petrol,Kolkata,Home Test Drive,
2018,Hyundai Creta 1.6 SX Plus Petrol,₹ 7.87 Lakh,2016,"57,220 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,069"
2019,Maruti Suzuki Vitara Brezza ZDi,₹ 5.73 Lakh,2016,"72,378 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹9,515"
2020,Renault Kwid RXT [2015-2019],₹ 2.6 Lakh,2017,"54,369 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,321"
2021,Maruti Suzuki Alto 800 Lxi,₹ 2.12 Lakh,2012,"1,19,903 km",Petrol,Kolkata,Home Test Drive,
2022,Maruti Suzuki Wagon R 1.0 VXi,₹ 2.52 Lakh,2011,"41,805 km",Petrol,Kolkata,Home Test Drive,
2023,Kia Seltos HTK 1.5 [2020-2021],₹ 11.9 Lakh,2020,"32,237 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹19,760"
2024,Honda Amaze 1.5 S i-DTEC,₹ 3.08 Lakh,2013,"83,523 km",Diesel,Kolkata,,"EMI starts at₹5,114"
2025,Maruti Suzuki Swift DZire VXI,₹ 3.47 Lakh,2012,"59,831 km",Petrol,Kolkata,Home Test Drive,
2026,Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 10.81 Lakh,2018,"79,592 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹17,951"
2027,Maruti Suzuki Wagon R 1.0 VXi,₹ 2.78 Lakh,2012,"46,633 km",Petrol + 1,Kolkata,Home Test Drive,
2028,Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 2.77 Lakh,2012,"61,661 km",CNG,Kolkata,Home Test Drive,
2029,Toyota Etios G,₹ 2.76 Lakh,2011,"48,111 km",Petrol,Kolkata,Home Test Drive,
2030,Hyundai Creta 1.4 Base [2015-2016],₹ 7.22 Lakh,2016,"76,581 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹11,990"
2031,Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 2.76 Lakh,2013,"59,138 km",CNG,Kolkata,Home Test Drive,"EMI starts at₹4,590"
2032,Maruti Suzuki Swift DZire VXI,₹ 3.48 Lakh,2013,"84,226 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,782"
2033,Mahindra Scorpio 2021 S11 4WD 7 STR,₹ 15.48 Lakh,2020,"16,008 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹25,700"
2034,Mahindra XUV500 W6,₹ 6.81 Lakh,2012,"45,780 km",Diesel,Kolkata,Home Test Drive,
2035,Maruti Suzuki Alto K10 VXi,₹ 1.98 Lakh,2010,"28,525 km",Petrol,Kolkata,Home Test Drive,
2036,Tata Tiago Revotron XT [2016-2019],₹ 3.66 Lakh,2016,"82,471 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,078"
2037,Maruti Suzuki Alto K10 VXi,₹ 2.32 Lakh,2012,"40,295 km",Petrol,Kolkata,Home Test Drive,
2038,Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 2.47 Lakh,2012,"50,388 km",CNG,Kolkata,Home Test Drive,
2039,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.13 Lakh,2014,"88,270 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,197"
2040,Maruti Suzuki Alto K10 VXi,₹ 2.32 Lakh,2014,"33,499 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,852"
2041,Hyundai i10 1.1L iRDE ERA Special Edition,₹ 1.85 Lakh,2011,"44,341 km",Petrol,Kolkata,Home Test Drive,
2042,Maruti Suzuki Wagon R 1.0 VXi,₹ 2.47 Lakh,2013,"84,207 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,101"
2043,Maruti Suzuki Wagon R 1.0 LXi,₹ 2.6 Lakh,2011,"38,069 km",Petrol,Kolkata,Home Test Drive,
2044,Maruti Suzuki Alto 800 Lxi,₹ 2.33 Lakh,2014,"34,031 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,864"
2045,Maruti Suzuki Alto 800 Lxi,₹ 2.28 Lakh,2014,"52,836 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,781"
2046,Maruti Suzuki Alto 800 Lxi,₹ 2.27 Lakh,2013,"37,249 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,766"
2047,Renault Duster 110 PS RxL Diesel,₹ 4.94 Lakh,2013,"61,100 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹8,203"
2048,Honda City 1.5 S MT,₹ 4.08 Lakh,2012,"84,870 km",Petrol,Kolkata,Home Test Drive,
2049,Honda City 1.5 V MT,₹ 4.03 Lakh,2010,"46,941 km",Petrol,Kolkata,Home Test Drive,
2050,Hyundai Verna Fluidic 1.6 VTVT SX,₹ 4.57 Lakh,2013,"96,421 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,587"
2051,Tata Altroz XZ Petrol,₹ 6.84 Lakh,2020,"22,688 km",Petrol,Kolkata,,"EMI starts at₹11,365"
2052,Hyundai Verna Fluidic 1.6 VTVT,₹ 4.65 Lakh,2012,"62,293 km",Petrol,Kolkata,Home Test Drive,
2053,Maruti Suzuki Swift VXi,₹ 3.28 Lakh,2012,"67,715 km",Petrol,Kolkata,Home Test Drive,
2054,Maruti Suzuki Alto 800 Lxi,₹ 2.19 Lakh,2013,"67,605 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,645"
2055,Hyundai Xcent S 1.2 (O),₹ 4.2 Lakh,2014,"48,964 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,974"
2056,Hyundai Creta E Plus 1.4 CRDI,₹ 7.54 Lakh,2017,"95,076 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹12,521"
2057,Maruti Suzuki Baleno Delta 1.2,₹ 4.73 Lakh,2017,"63,626 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,861"
2058,Ford EcoSport Ambiente 1.5L TDCi,₹ 6.15 Lakh,2017,"89,354 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹10,213"
2059,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.44 Lakh,2018,"34,027 km",Petrol,Kolkata,Quality Report,"EMI starts at₹5,712"
2060,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.13 Lakh,2014,"10,953 km",Petrol,Kolkata,Quality Report,"EMI starts at₹5,197"
2061,Maruti Suzuki Alto 800 Lxi,₹ 1.88 Lakh,2014,"40,350 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,122"
2062,Renault Kwid RXT [2015-2019],₹ 2.9 Lakh,2016,"35,053 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,817"
2063,Maruti Suzuki Estilo VXi,₹ 1.53 Lakh,2010,"34,713 km",Petrol,Kolkata,Home Test Drive,
2064,Volkswagen Vento Comfortline Diesel,₹ 3.65 Lakh,2013,"68,818 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹6,061"
2065,Skoda Rapid Ambition 1.6 TDI CR MT,₹ 3.84 Lakh,2013,"40,457 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹6,375"
2066,Skoda Rapid Ambition 1.6 TDI CR MT,₹ 3.94 Lakh,2012,"96,713 km",Diesel,Kolkata,Home Test Drive,
2067,Maruti Suzuki Baleno Alpha 1.2,₹ 4.99 Lakh,2016,"52,526 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,286"
2068,Maruti Suzuki Baleno Delta 1.2,₹ 5.02 Lakh,2016,"49,965 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,336"
2069,Maruti Suzuki Baleno Zeta 1.2,₹ 7.22 Lakh,2020,"8,233 km",Petrol,Kolkata,Quality Report,"EMI starts at₹11,990"
2070,Maruti Suzuki Alto 800 Lxi,₹ 2.76 Lakh,2017,"22,017 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,583"
2071,Ford EcoSport Titanium 1.5 TDCi,₹ 4.94 Lakh,2013,"72,216 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹8,211"
2072,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.54 Lakh,2014,"11,131 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,880"
2073,Maruti Suzuki Baleno Delta 1.2,₹ 5.02 Lakh,2017,"63,156 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,336"
2074,Maruti Suzuki Wagon R 1.0 VXi,₹ 2.88 Lakh,2013,"32,796 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,776"
2075,Hyundai Xcent S 1.2 (O),₹ 4.21 Lakh,2014,"71,803 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,991"
2076,Maruti Suzuki Alto 800 Lxi,₹ 2.25 Lakh,2014,"81,253 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹3,736"
2077,Hyundai Creta 1.6 SX (O),₹ 7.89 Lakh,2015,"86,671 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹13,107"
2078,Maruti Suzuki Wagon R 1.0 VXi,₹ 3.03 Lakh,2013,"35,630 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,038"
2079,Maruti Suzuki Swift VXi,₹ 3.09 Lakh,2012,"90,673 km",Petrol,Kolkata,Home Test Drive,
2080,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.6 Lakh,2019,"3,395 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,637"
2081,Maruti Suzuki Alto LXi BS-III,₹ 2.03 Lakh,2012,"49,705 km",Petrol,Kolkata,Home Test Drive,
2082,Renault Duster 85 PS RxE Diesel,₹ 4.99 Lakh,2014,"54,808 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹8,283"
2083,Maruti Suzuki Swift VXi,₹ 2.81 Lakh,2011,"58,525 km",Petrol,Kolkata,Home Test Drive,
2084,Maruti Suzuki Swift VXi,₹ 2.81 Lakh,2011,"43,451 km",Petrol,Kolkata,Home Test Drive,
2085,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.5 Lakh,2014,"51,313 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,815"
2086,Maruti Suzuki Swift VXi [2014-2017],₹ 5.36 Lakh,2019,"46,575 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,901"
2087,Maruti Suzuki Baleno Zeta 1.2,₹ 6.48 Lakh,2020,"8,823 km",Petrol,Kolkata,,"EMI starts at₹10,761"
2088,Renault Triber RXL [2019-2020],₹ 5.63 Lakh,2019,"4,277 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,349"
2089,Honda City SV,₹ 4.3 Lakh,2014,"29,856 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,140"
2090,Maruti Suzuki Ciaz VXi+,₹ 4.6 Lakh,2016,"31,349 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,639"
2091,Hyundai Xcent S 1.2 (O),₹ 3.13 Lakh,2014,"70,443 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,197"
2092,Maruti Suzuki Ignis Delta 1.2 MT,₹ 5.44 Lakh,2020,"1,290 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,034"
2093,Tata Altroz XZ Petrol,₹ 7.24 Lakh,2021,"9,288 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹12,023"
2094,Hyundai Creta SX Plus 1.6  Petrol,₹ 7.18 Lakh,2016,"84,946 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹11,923"
2095,Hyundai i20 Sportz 1.2 (O),₹ 2.2 Lakh,2011,"18,852 km",Petrol,Kolkata,Home Test Drive,
2096,Maruti Suzuki Baleno Zeta 1.2 AT,₹ 6.03 Lakh,2017,"56,272 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,013"
2097,Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 2.49 Lakh,2011,"39,692 km",CNG,Kolkata,Home Test Drive,
2098,Renault Kwid 1.0 RXT Opt [2016-2019],₹ 2.81 Lakh,2016,"47,499 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,671"
2099,Maruti Suzuki Baleno Zeta 1.2,₹ 6.41 Lakh,2019,"12,423 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,644"
2100,Maruti Suzuki Baleno Alpha 1.2,₹ 8.06 Lakh,2021,"25,111 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,384"
2101,Hyundai Verna 1.6 VTVT SX AT,₹ 8.6 Lakh,2017,"12,158 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹14,281"
2102,Honda City 1.5 V MT,₹ 3.19 Lakh,2010,"46,402 km",Petrol,Kolkata,Home Test Drive,
2103,Hyundai Xcent SX 1.2,₹ 4.92 Lakh,2018,"10,645 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,170"
2104,Maruti Suzuki Baleno Delta 1.2,₹ 5.09 Lakh,2016,"46,925 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,451"
2105,Maruti Suzuki Estilo VXi,₹ 1.98 Lakh,2010,"45,622 km",Petrol,Kolkata,Home Test Drive,
2106,Kia Seltos HTK Plus 1.5 [2019-2020],₹ 10.77 Lakh,2019,"22,773 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹17,885"
2107,Maruti Suzuki Wagon R 1.0 VXI,₹ 2.79 Lakh,2014,"65,735 km",Petrol,Kolkata,,"EMI starts at₹4,633"
2108,Honda Amaze 1.5 VX i-DTEC,₹ 5.74 Lakh,2018,"50,515 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹9,532"
2109,Hyundai Elite i20 Asta 1.2,₹ 5.92 Lakh,2018,"22,652 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,831"
2110,Mahindra Scorpio 2021 S11 2WD 8 STR,₹ 14.54 Lakh,2019,"84,249 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹24,146"
2111,Datsun GO Plus T,₹ 2.46 Lakh,2015,"50,876 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,085"
2112,Maruti Suzuki Alto 800 LXi (O),₹ 2.91 Lakh,2019,"71,129 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,827"
2113,Honda Amaze 1.2 EX i-VTEC,₹ 3.94 Lakh,2013,"70,100 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,539"
2114,Hyundai Creta E Plus 1.6 Petrol,₹ 7.14 Lakh,2016,"94,693 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹11,855"
2115,Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 4.28 Lakh,2014,"48,746 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,100"
2116,Honda City 1.5 S MT,₹ 3.41 Lakh,2010,"83,657 km",Petrol,Kolkata,Home Test Drive,
2117,Hyundai Venue S 1.2 Petrol,₹ 8.33 Lakh,2020,"28,111 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,833"
2118,Skoda Rapid 1.6 MPI Ambition,₹ 4.5 Lakh,2016,"48,377 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,481"
2119,Maruti Suzuki Celerio LXi AMT,₹ 3.37 Lakh,2014,"53,437 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,603"
2120,Hyundai Xcent S 1.2,₹ 3.49 Lakh,2014,"4,317 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,795"
2121,Maruti Suzuki Swift LXi,₹ 3.11 Lakh,2013,"24,914 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,169"
2122,Maruti Suzuki Eeco 7 STR [2019-2020],₹ 4.6 Lakh,2019,"8,628 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹7,634"
2123,Honda Amaze 1.2 SX i-VTEC,₹ 4.15 Lakh,2017,"37,151 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,900"
2124,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.75 Lakh,2019,"33,130 km",Petrol,Kolkata,Quality Report,"EMI starts at₹7,888"
2125,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 6.22 Lakh,2019,"2,935 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,329"
2126,Maruti Suzuki Alto 800 LXi (O),₹ 3.14 Lakh,2019,"29,782 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,214"
2127,Renault Kwid RXT Opt [2015-2019],₹ 2.54 Lakh,2015,"33,907 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,216"
2128,Maruti Suzuki Alto 800 LXi (O),₹ 3.14 Lakh,2019,"10,039 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,207"
2129,Mahindra Scorpio 2021 S11 4WD 7 STR,₹ 14.36 Lakh,2018,"55,798 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹23,847"
2130,Maruti Suzuki Baleno Delta 1.2,₹ 5.09 Lakh,2017,"38,539 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,452"
2131,Ford EcoSport Titanium 1.5L Ti-VCT Black Edition AT,₹ 5.28 Lakh,2015,"72,959 km",Petrol,Kolkata,,"EMI starts at₹8,768"
2132,Honda Jazz V Petrol,₹ 4.13 Lakh,2015,"68,637 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,860"
2133,Hyundai Xcent S 1.2 Special Edition,₹ 3.9 Lakh,2014,"30,986 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,483"
2134,Maruti Suzuki Swift VDi,₹ 3.22 Lakh,2013,"45,868 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹5,353"
2135,Toyota Corolla Altis G Petrol,₹ 12.05 Lakh,2017,"16,326 km",Petrol,Kolkata,,"EMI starts at₹20,011"
2136,Ford EcoSport Trend 1.5L TDCi [2015-2016],₹ 5.08 Lakh,2016,"93,590 km",Diesel,Kolkata,,"EMI starts at₹8,436"
2137,Honda City 1.5 S MT,₹ 4.06 Lakh,2010,"20,691 km",Petrol,Kolkata,Home Test Drive,
2138,Maruti Suzuki Swift LXi,₹ 2.85 Lakh,2012,"80,744 km",Petrol,Kolkata,Home Test Drive,
2139,Mahindra Marazzo M8 7 STR,₹ 10.61 Lakh,2018,"32,683 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹17,618"
2140,Renault Kiger RXZ MT,₹ 7.92 Lakh,2022,"5,944 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,152"
2141,Mahindra Marazzo M2 7 STR,₹ 9.9 Lakh,2021,"36,089 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹16,440"
2142,Mahindra Marazzo M8 7 STR,₹ 9.61 Lakh,2018,"74,762 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹15,959"
2143,Kia Seltos HTE 1.5,₹ 11.93 Lakh,2021,"5,376 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹19,803"
2144,Hyundai Venue S 1.2 Petrol,₹ 8.02 Lakh,2021,"9,299 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹13,318"
2145,Mahindra KUV100 K4 6 STR,₹ 3.62 Lakh,2017,"58,323 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,011"
2146,Hyundai i20 Active 1.2 S,₹ 5.22 Lakh,2016,"54,562 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,668"
2147,Hyundai i20 Active 1.2 SX,₹ 5.17 Lakh,2015,"59,259 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,587"
2148,Honda Jazz V Petrol,₹ 4.94 Lakh,2015,"47,886 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,200"
2149,Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 3.36 Lakh,2015,"86,628 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹5,574"
2150,Honda WR-V S MT Petrol,₹ 6.29 Lakh,2017,"63,236 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹10,445"
2151,Maruti Suzuki Dzire ZXi,₹ 5.74 Lakh,2017,"32,504 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,530"
2152,Maruti Suzuki Dzire VXi,₹ 5.74 Lakh,2018,"27,656 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,527"
2153,Maruti Suzuki Dzire VXi,₹ 5.62 Lakh,2018,"52,790 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹9,332"
2154,Maruti Suzuki Alto 800 LXi (O),₹ 3.14 Lakh,2019,"29,782 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,214"
2155,Renault Kwid RXT Opt [2015-2019],₹ 2.54 Lakh,2015,"33,907 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹4,216"
2156,Maruti Suzuki Alto 800 LXi (O),₹ 3.14 Lakh,2019,"10,039 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹5,207"
2157,Mahindra Scorpio 2021 S11 4WD 7 STR,₹ 14.36 Lakh,2018,"55,798 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹23,847"
2158,Maruti Suzuki Baleno Delta 1.2,₹ 5.09 Lakh,2017,"38,539 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹8,452"
2159,Ford EcoSport Titanium 1.5L Ti-VCT Black Edition AT,₹ 5.28 Lakh,2015,"72,959 km",Petrol,Kolkata,,"EMI starts at₹8,768"
2160,Honda Jazz V Petrol,₹ 4.13 Lakh,2015,"68,637 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,860"
2161,Hyundai Xcent S 1.2 Special Edition,₹ 3.9 Lakh,2014,"30,986 km",Petrol,Kolkata,Home Test Drive,"EMI starts at₹6,483"
2162,Maruti Suzuki Swift VDi,₹ 3.22 Lakh,2013,"45,868 km",Diesel,Kolkata,Home Test Drive,"EMI starts at₹5,353"
